OBSID	ID	SCENARIO	CHOICE	GENDER	A20	A2130	A3140	A4150	A5160	A61	RESIDENT	OINT	DINT	ODINT	AVEH3	AVEH2	INCM	INCH	AT1	AT2	AT3	TD1	TD2	TD3	FEE1	FEE2	FEE3	LI	MI	HI
202	27	2	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
203	27	3	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
204	27	4	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
205	27	5	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
206	27	6	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
207	27	7	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
208	27	8	1	0	1	0	0	0	0	0	1	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
209	28	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
210	28	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
211	28	3	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
212	28	4	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
213	28	5	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
214	28	6	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
215	28	7	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
216	28	8	1	0	0	0	0	0	0	1	0	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
217	29	1	3	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
218	29	2	3	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
219	29	3	3	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
220	29	4	3	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
221	29	5	1	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
222	29	6	1	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
223	29	7	1	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
224	29	8	1	1	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
225	30	1	3	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
226	30	2	3	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
227	30	3	3	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
228	30	4	3	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
229	30	5	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
230	30	6	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
231	30	7	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
232	30	8	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
233	31	1	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
234	31	2	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
235	31	3	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
236	31	4	3	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
237	31	5	2	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
238	31	6	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
239	31	7	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
240	31	8	1	1	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
241	32	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
242	32	2	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
243	32	3	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
244	32	4	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
245	32	5	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
246	32	6	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
247	32	7	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
248	32	8	1	1	0	0	1	0	0	0	1	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
249	33	1	3	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
250	33	2	3	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
251	33	3	3	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
252	33	4	3	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
253	33	5	2	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
254	33	6	1	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
255	33	7	1	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
256	33	8	1	0	0	0	1	0	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
257	34	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
258	34	2	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
259	34	3	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
260	34	4	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
261	34	5	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
262	34	6	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
263	34	7	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
264	34	8	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
265	35	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
266	35	2	3	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
267	35	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
268	35	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
269	35	5	2	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
270	35	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
271	35	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
272	35	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
273	36	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
274	36	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
275	36	3	3	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
276	36	4	3	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
277	36	5	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
278	36	6	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
279	36	7	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
280	36	8	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
281	37	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
282	37	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
283	37	3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
284	37	4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
285	37	5	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
286	37	6	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
287	37	7	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
288	37	8	1	0	0	0	1	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
289	38	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
290	38	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
291	38	3	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
292	38	4	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
293	38	5	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
294	38	6	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
295	38	7	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
296	38	8	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
297	39	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
298	39	2	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
299	39	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
300	39	4	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
301	39	5	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
302	39	6	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
303	39	7	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
304	39	8	1	1	0	1	0	0	0	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
305	40	1	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
306	40	2	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
307	40	3	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
308	40	4	3	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
309	40	5	2	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
310	40	6	1	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
311	40	7	1	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
312	40	8	1	0	0	0	0	0	1	0	0	0	1	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
313	41	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
314	41	2	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
315	41	3	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
316	41	4	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
317	41	5	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
318	41	6	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
319	41	7	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
320	41	8	1	0	0	1	0	0	0	0	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
321	42	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
322	42	2	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
323	42	3	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
324	42	4	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
325	42	5	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
326	42	6	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
327	42	7	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
328	42	8	1	0	0	0	1	0	0	0	0	0	1	0	1	1	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
329	43	1	3	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
330	43	2	3	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
331	43	3	3	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
332	43	4	3	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
333	43	5	1	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
334	43	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
335	43	7	1	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
336	43	8	1	0	0	0	0	0	1	0	0	0	1	0	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
337	44	1	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	10	10	5	10	10	10	0	0.6	0.8	0	1	0
338	44	2	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	10	10	5	15	15	10	0	0.6	0.8	0	1	0
339	44	3	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	15	10	5	15	10	10	0	0.8	0.8	0	1	0
340	44	4	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	15	10	5	10	15	10	0	0.8	0.8	0	1	0
341	44	5	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	15	10	5	15	10	10	0	0.6	1.5	0	1	0
342	44	6	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	15	10	5	10	15	10	0	0.6	1.5	0	1	0
343	44	7	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	10	10	5	10	10	10	0	0.8	1.5	0	1	0
344	44	8	3	0	0	0	1	0	0	0	0	1	0	0	1	1	1800	11.25	10	10	5	15	15	10	0	0.8	1.5	0	1	0
345	45	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
346	45	2	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
347	45	3	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
348	45	4	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
349	45	5	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
350	45	6	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
351	45	7	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
352	45	8	1	0	0	0	0	1	0	0	1	1	1	1	0	0	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
353	46	1	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
354	46	2	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
355	46	3	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
356	46	4	3	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
357	46	5	2	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
358	46	6	1	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
359	46	7	1	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
360	46	8	1	0	0	0	0	0	1	0	1	1	1	1	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
361	47	1	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
362	47	2	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
363	47	3	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
364	47	4	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
365	47	5	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
366	47	6	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
367	47	7	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
368	47	8	3	0	0	0	0	0	1	0	0	0	0	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
369	48	1	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
370	48	2	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
371	48	3	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
372	48	4	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
373	48	5	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
374	48	6	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
375	48	7	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
376	48	8	3	0	0	1	0	0	0	0	0	0	1	0	1	1	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
377	49	1	3	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.6	0.8	1	0	0
378	49	2	3	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.6	0.8	1	0	0
379	49	3	3	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.8	0.8	1	0	0
380	49	4	3	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.8	0.8	1	0	0
381	49	5	1	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	15	10	5	15	10	10	0	0.6	1.5	1	0	0
382	49	6	1	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	15	10	5	10	15	10	0	0.6	1.5	1	0	0
383	49	7	1	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	10	10	5	10	10	10	0	0.8	1.5	1	0	0
384	49	8	1	1	0	0	0	1	0	0	0	0	1	0	1	1	900	5.625	10	10	5	15	15	10	0	0.8	1.5	1	0	0
385	50	1	3	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
386	50	2	3	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
387	50	3	3	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
388	50	4	3	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.8	0.8	1	0	0
389	50	5	2	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	15	10	5	15	10	10	0	0.6	1.5	1	0	0
390	50	6	2	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	15	10	5	10	15	10	0	0.6	1.5	1	0	0
391	50	7	1	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	10	10	5	10	10	10	0	0.8	1.5	1	0	0
392	50	8	1	0	0	0	0	0	0	1	1	1	1	1	0	0	300	1.875	10	10	5	15	15	10	0	0.8	1.5	1	0	0
393	51	1	3	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.6	0.8	0	0	1
394	51	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.6	0.8	0	0	1
395	51	3	3	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.8	0.8	0	0	1
396	51	4	3	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.8	0.8	0	0	1
397	51	5	2	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	15	10	10	0	0.6	1.5	0	0	1
398	51	6	2	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	15	10	5	10	15	10	0	0.6	1.5	0	0	1
399	51	7	1	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	10	10	10	0	0.8	1.5	0	0	1
400	51	8	1	0	0	0	0	1	0	0	0	0	1	0	0	0	3000	18.75	10	10	5	15	15	10	0	0.8	1.5	0	0	1
401	52	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	10	10	5	10	10	10	0	0.6	0.8	1	0	0
402	52	2	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	10	10	5	15	15	10	0	0.6	0.8	1	0	0
403	52	3	1	0	0	1	0	0	0	0	0	0	1	0	1	0	300	1.875	15	10	5	15	10	10	0	0.8	0.8	1	0	0
