trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
10903	2299	2	1	1	1	1	1	1.0	1	2012	8	6	1	15.0	31	0	0	1	1128	0.433611111	0.144444444	0.241388889	0.0	0.060833332999999996	0.0	0	0.20972222199999999	1.5	0.51	0.0	0.288742
10904	2299	3	0	4	4	1	1	1.0	1	2012	8	6	1	7.5	28	0	1	1	8355	2.028333333	0.663333333	0.08861111099999999	0.066666667	0.7222222220000001	0.111111111	1	0.528055556	3.9	1.5	0.0	0.49026800000000004
10905	2299	3	1	4	4	1	1	1.0	1	2012	8	6	1	20.5	28	0	1	1	8355	2.0325	0.668333333	0.122777778	0.066666667	0.668333333	0.108333333	1	0.48111111100000004	3.9	1.76	0.0	0.35739
10906	2299	4	0	3	1	1	1	1.0	1	2012	8	6	1	10.0	19	0	0	1	4952	1.205555556	0.3775	0.071388889	0.0	0.366388889	0.068055556	1	0.306666667	3.0	0.93	0.0	0.253623
10907	2299	4	1	3	1	1	1	1.0	1	2012	8	6	1	22.0	19	0	0	1	4952	1.158611111	0.304444444	0.038333333	0.0	0.295277778	0.136666667	1	0.276111111	3.0	0.9	0.0	0.136821
10908	2300	0	0	4	3	1	5	0.0	1	2012	8	6	1	11.0	70	1	1	2	1698	0.443333333	0.1425	0.185	0.033333333	0.0	0.0	0	0.118888889	0.0	0.36	0.0	0.40186900000000003
10909	2300	0	1	4	3	1	5	0.0	1	2012	8	6	1	12.5	70	1	1	2	1698	0.4675	0.15333333300000002	0.18666666699999998	0.033333333	0.0	0.0	0	0.125277778	0.0	0.33	0.0	0.166297
10910	2301	0	0	4	1	3	1	1.0	1	2012	8	6	1	12.0	44	0	1	2	2578	0.68	0.20722222199999998	0.110833333	0.033333333	0.10472222199999999	0.15	1	0.163888889	3.0	0.47	0.0	0.142373
10911	2301	0	1	4	3	3	1	1.0	1	2012	8	6	1	14.0	44	0	1	2	8051	1.900555556	0.5327777779999999	0.179722222	0.0	0.661944444	0.155277778	1	0.37277777799999995	3.0	1.83	0.0	0.37555900000000003
10912	2301	0	2	4	3	3	1	1.0	1	2012	8	6	1	14.5	44	0	1	2	8051	1.8822222219999998	0.522222222	0.210833333	0.283333333	0.33888888899999997	0.1	1	0.32666666699999997	3.0	1.55	0.0	0.20068
10913	2301	1	0	4	3	3	3	0.0	1	2012	8	6	1	18.0	14	0	0	2	1740	0.46333333299999996	0.139166667	0.160555556	0.0	0.111944444	0.0	0	0.146666667	0.0	0.36	0.0	0.208333
10914	2301	2	0	4	3	3	3	0.0	1	2012	8	6	1	18.0	12	0	0	2	1740	0.46333333299999996	0.139166667	0.160555556	0.0	0.111944444	0.0	0	0.146666667	0.0	0.36	0.0	0.208333
10915	2301	3	0	4	3	3	3	0.0	1	2012	8	6	1	18.0	11	1	0	2	1740	0.46333333299999996	0.139166667	0.160555556	0.0	0.111944444	0.0	0	0.146666667	0.0	0.36	0.0	0.208333
10916	2301	4	1	4	5	3	1	1.0	1	2012	8	6	1	15.0	36	1	1	2	2604	0.602777778	0.155	0.10416666699999999	0.0	0.17472222199999998	0.0	0	0.16944444399999997	1.5	0.45	0.0	0.293443
10917	2301	4	2	4	3	3	1	1.0	1	2012	8	6	1	18.0	36	1	1	2	1740	0.46333333299999996	0.139166667	0.160555556	0.0	0.111944444	0.0	0	0.146666667	1.5	0.36	0.0	0.208333
10918	2302	0	1	3	1	1	1	1.0	1	2012	8	6	1	16.5	27	0	1	1	16483	3.949166667	1.215277778	0.160555556	0.583333333	0.066666667	0.1	1	1.276944444	5.4	3.65	10.5	0.616707
10919	2302	1	1	3	1	1	1	1.0	1	2012	8	6	1	16.5	62	0	0	1	16483	3.949166667	1.215277778	0.160555556	0.583333333	0.066666667	0.1	1	1.276944444	5.4	3.65	10.5	0.616707
10920	2302	2	0	3	1	1	1	1.0	1	2012	8	6	1	7.0	62	1	0	1	8000	1.963055556	0.610833333	0.283333333	0.18333333300000001	0.17	0.166666667	1	0.462222222	3.2	1.39	0.0	0.38161100000000003
10921	2302	2	1	3	1	1	1	1.0	1	2012	8	6	1	17.0	62	1	0	1	8000	1.991111111	0.629722222	0.285	0.18333333300000001	0.19111111100000003	0.17222222199999998	1	0.606111111	3.2	1.53	0.0	0.447296
10922	2302	3	0	1	3	1	2	0.0	1	2012	8	6	1	11.0	16	0	0	1	1082	0.405277778	0.124166667	0.145	0.0	0.123333333	0.0	0	0.08416666699999999	0.0	0.27	0.0	0.12211199999999998
10923	2302	3	1	1	3	1	2	0.0	1	2012	8	6	1	13.58333333	16	0	0	1	1082	0.405	0.13527777800000002	0.166944444	0.0	0.10666666699999999	0.0	0	0.094166667	0.0	0.29	0.0	0.126844
10924	2302	4	1	3	1	1	1	1.0	1	2012	8	6	1	16.5	19	0	0	1	16483	3.949166667	1.215277778	0.160555556	0.583333333	0.066666667	0.1	1	1.276944444	5.4	3.65	10.5	0.616707
10925	2303	0	0	1	1	1	1	1.0	1	2012	8	6	1	10.0	29	1	1	2	1754	0.504722222	0.23444444399999997	0.195	0.066666667	0.0	0.0	0	0.300277778	2.4	0.64	10.5	0.788159
10926	2303	0	3	1	1	1	1	1.0	1	2012	8	6	1	22.25	29	1	1	2	1754	0.485833333	0.194444444	0.130277778	0.0	0.161111111	0.0	0	0.17444444399999998	1.5	0.42	0.0	0.667197
10927	2304	0	0	2	4	6	1	1.0	1	2012	8	6	1	10.0	46	0	0	0	2671	0.733888889	0.24194444399999998	0.26805555600000003	0.1	0.0	0.0	0	0.314722222	2.4	0.66	10.5	0.723742
10928	2304	0	1	2	4	6	1	1.0	1	2012	8	6	1	19.0	46	0	0	0	2671	0.705555556	0.27305555600000003	0.145833333	0.0	0.32	0.0	0	0.279166667	1.5	0.61	0.0	0.5910449999999999
10929	2304	1	0	3	1	6	1	1.0	1	2012	8	6	1	14.0	33	0	0	0	1958	0.5347222220000001	0.160555556	0.295	0.0	0.15333333300000002	0.0	0	0.180555556	1.5	0.45	10.5	0.43692299999999995
10930	2304	1	1	3	1	6	1	1.0	1	2012	8	6	1	23.0	33	0	0	0	1958	0.533888889	0.18	0.219444444	0.0	0.10083333300000001	0.0	0	0.14027777800000002	1.5	0.38	0.0	0.649505
10931	2305	2	0	4	1	1	1	1.0	1	2012	8	6	1	9.5	25	1	1	1	2502	0.635833333	0.2325	0.12694444400000002	0.0	0.2425	0.0	0	0.21	1.5	0.55	0.0	0.30687800000000004
10932	2305	2	1	4	1	1	1	1.0	1	2012	8	6	1	20.0	25	1	1	1	2502	0.6175	0.245555556	0.11972222199999999	0.0	0.219722222	0.0	0	0.267222222	1.5	0.73	0.0	0.34927199999999997
10933	2306	0	0	3	3	6	4	1.0	1	2012	8	6	1	16.0	20	1	0	0	2499	0.5736111110000001	0.2725	0.121388889	0.0	0.193333333	0.0	0	0.428055556	1.5	1.1	0.0	0.35691100000000003
10934	2306	0	2	3	3	6	4	1.0	1	2012	8	6	1	22.0	20	1	0	0	2526	0.575833333	0.288055556	0.1825	0.0	0.140555556	0.0	0	0.18361111100000002	1.5	0.5	0.0	0.160363
10935	2306	0	3	4	3	6	4	1.0	1	2012	8	6	1	22.5	20	1	0	0	1140	0.318333333	0.124444444	0.160833333	0.0	0.046388889	0.0	0	0.10277777800000001	1.5	0.25	0.0	0.11891900000000001
10936	2307	0	2	4	3	2	1	1.0	1	2012	8	6	1	18.0	42	1	1	1	1066	0.267777778	0.10083333300000001	0.114722222	0.0	0.08555555599999999	0.0	0	0.08722222199999999	1.5	0.2	0.0	0.38535
10937	2307	0	3	4	3	2	1	1.0	1	2012	8	6	1	18.66666667	42	1	1	1	1066	0.269722222	0.08	0.146666667	0.0	0.055277778	0.0	0	0.07361111099999999	1.5	0.18	0.0	0.43773599999999996
10938	2307	1	0	4	3	1	1	1.0	1	2012	8	6	1	18.0	44	0	1	1	1066	0.267777778	0.10083333300000001	0.114722222	0.0	0.08555555599999999	0.0	0	0.08722222199999999	1.5	0.24	0.0	0.38535
10939	2307	1	1	4	3	1	1	1.0	1	2012	8	6	1	18.66666667	44	0	1	1	1066	0.269722222	0.08	0.146666667	0.0	0.055277778	0.0	0	0.07361111099999999	1.5	0.21	0.0	0.43773599999999996
10940	2307	3	2	4	5	1	1	1.0	1	2012	8	6	1	18.0	19	1	1	1	788	0.208055556	0.074722222	0.16805555600000002	0.0	0.05	0.0	0	0.09916666699999999	1.5	0.24	0.0	0.204482
10941	2307	3	3	4	3	1	1	1.0	1	2012	8	6	1	18.41666667	19	1	1	1	842	0.2275	0.093611111	0.178333333	0.0	0.05	0.0	0	0.09777777800000001	1.5	0.24	0.0	0.309659
10942	2307	6	2	4	5	2	3	0.0	1	2012	8	6	1	18.0	11	1	0	1	788	0.208055556	0.074722222	0.16805555600000002	0.0	0.05	0.0	0	0.09916666699999999	0.0	0.2	0.0	0.204482
10943	2307	6	3	4	3	2	3	0.0	1	2012	8	6	1	18.41666667	11	1	0	1	842	0.2275	0.093611111	0.178333333	0.0	0.05	0.0	0	0.09777777800000001	0.0	0.19	0.0	0.309659
10944	2308	0	0	4	3	2	1	1.0	1	2012	8	7	2	20.0	44	1	1	2	4343	1.000555556	0.366388889	0.10222222199999999	0.0	0.2	0.0	0	0.20861111100000002	1.5	0.57	0.0	0.0985353
10945	2308	0	1	4	3	2	1	1.0	1	2012	8	7	2	22.5	44	1	1	2	4343	0.978611111	0.33388888899999997	0.133888889	0.0	0.21666666699999998	0.0	0	0.155277778	1.5	0.73	0.0	0.078712
10946	2308	1	0	4	3	2	3	0.0	1	2012	8	7	2	20.0	14	0	0	2	4343	1.000555556	0.366388889	0.10222222199999999	0.0	0.2	0.0	0	0.20861111100000002	0.0	0.57	0.0	0.0985353
10947	2308	1	1	4	3	2	3	0.0	1	2012	8	7	2	22.5	14	0	0	2	4343	0.978611111	0.33388888899999997	0.133888889	0.0	0.21666666699999998	0.0	0	0.155277778	0.0	0.73	0.0	0.078712
10948	2309	0	0	1	3	6	1	1.0	1	2012	8	7	2	9.0	47	0	0	0	726	0.206388889	0.090555556	0.10333333300000001	0.0	0.05	0.0	0	0.088055556	1.5	0.2	0.0	0.299685
10949	2309	0	1	1	3	6	1	1.0	1	2012	8	7	2	9.333333332999999	47	0	0	0	726	0.18388888899999997	0.045555556	0.08388888900000001	0.0	0.04	0.0	0	0.068055556	1.5	0.15	0.0	0.24081599999999997
10950	2309	0	2	3	3	6	1	1.0	1	2012	8	7	2	14.0	47	0	0	0	1641	0.39666666700000003	0.129722222	0.066944444	0.0	0.2	0.0	0	0.133888889	1.5	0.3	0.0	0.381743
10951	2309	0	3	3	3	6	1	1.0	1	2012	8	7	2	15.16666667	47	0	0	0	1641	0.374444444	0.091111111	0.10027777800000001	0.0	0.195	0.0	0	0.167222222	1.5	0.31	0.0	0.31561500000000003
10952	2310	0	0	3	1	6	1	1.0	1	2012	8	7	2	6.0	59	0	1	0	3783	1.02	0.399444444	0.136944444	0.0	0.270833333	0.0	0	0.272222222	1.5	0.71	0.0	0.407143
10953	2310	0	1	3	1	6	1	1.0	1	2012	8	7	2	16.0	59	0	1	0	3785	1.024722222	0.365555556	0.29444444399999997	0.18333333300000001	0.0	0.0	0	0.355833333	2.9	0.74	10.5	0.807182
10954	2310	1	0	3	1	6	5	0.0	1	2012	8	7	2	6.0	65	0	1	0	3783	1.02	0.399444444	0.136944444	0.0	0.270833333	0.0	0	0.272222222	0.0	0.71	0.0	0.407143
10955	2310	1	1	3	1	6	5	0.0	1	2012	8	7	2	16.0	65	0	1	0	3785	1.024722222	0.365555556	0.29444444399999997	0.18333333300000001	0.0	0.0	0	0.355833333	0.0	0.74	10.5	0.807182
10956	2311	0	0	1	1	2	1	1.0	1	2012	8	7	2	11.5	47	0	0	1	2417	0.604166667	0.20861111100000002	0.152777778	0.0	0.285277778	0.0	0	0.18444444399999999	1.5	0.4	10.5	0.712349
10957	2311	0	1	1	1	2	1	1.0	1	2012	8	7	2	19.0	47	0	0	1	2417	0.604444444	0.207777778	0.1375	0.0	0.18888888899999998	0.0	0	0.217777778	1.5	0.47	0.0	0.627551
10958	2311	1	0	1	1	2	1	1.0	1	2012	8	7	2	9.0	44	1	1	1	512	0.145555556	0.075277778	0.080277778	0.0	0.046388889	0.0	0	0.0825	1.5	0.14	0.0	0.710438
10959	2311	1	1	1	1	2	1	1.0	1	2012	8	7	2	17.0	44	1	1	1	512	0.143888889	0.067222222	0.112222222	0.0	0.050277777999999995	0.0	0	0.073055556	1.5	0.14	0.0	0.243346
10960	2312	0	0	4	3	1	1	1.0	1	2012	8	7	2	14.0	49	1	1	1	988	0.24694444399999999	0.083611111	0.066388889	0.0	0.076944444	0.0	0	0.082777778	1.5	0.2	0.0	0.214765
10961	2312	0	1	4	3	1	1	1.0	1	2012	8	7	2	14.5	49	1	1	1	988	0.265555556	0.131388889	0.11555555599999999	0.0	0.058333333	0.0	0	0.08527777800000001	1.5	0.22	0.0	0.166124
10962	2312	0	3	1	3	1	1	1.0	1	2012	8	7	2	16.16666667	49	1	1	1	374	0.10416666699999999	0.036388889	0.056944444000000004	0.0	0.03	0.0	0	0.036388889	1.5	0.08	0.0	0.442748
10963	2312	0	4	1	3	1	1	1.0	1	2012	8	7	2	16.41666667	49	1	1	1	463	0.11638888900000001	0.059166667	0.063888889	0.0	0.046944444	0.0	0	0.041111111	1.5	0.09	0.0	0.641892
10964	2312	0	5	1	3	1	1	1.0	1	2012	8	7	2	16.58333333	49	1	1	1	463	0.116111111	0.055	0.057222222	0.0	0.038611111000000004	0.0	0	0.038611111000000004	1.5	0.09	0.0	0.366906
10965	2312	2	1	1	3	1	5	0.0	1	2012	8	7	2	16.16666667	6	0	0	1	374	0.10416666699999999	0.036388889	0.056944444000000004	0.0	0.03	0.0	0	0.036388889	0.0	0.08	0.0	0.442748
10966	2312	3	0	3	3	1	5	0.0	1	2012	8	7	2	10.0	76	1	0	1	1053	0.225	0.07111111099999999	0.050833333	0.0	0.088055556	0.0	0	0.08444444400000001	0.0	0.2	0.0	0.789474
10967	2312	3	1	3	3	1	5	0.0	1	2012	8	7	2	11.0	76	1	0	1	1053	0.254444444	0.10416666699999999	0.071388889	0.0	0.07111111099999999	0.0	0	0.074166667	0.0	0.19	0.0	0.423221
10968	2313	0	0	3	1	1	1	1.0	1	2012	8	7	2	8.5	38	0	1	1	5627	1.260833333	0.425277778	0.309444444	0.233333333	0.0	0.0	0	0.568888889	2.9	1.27	10.5	0.7749020000000001
10969	2313	0	3	3	1	1	1	1.0	1	2012	8	7	2	20.0	38	0	1	1	5627	1.306944444	0.424444444	0.12222222199999999	0.21666666699999998	0.166666667	0.083333333	1	0.35444444399999997	3.9	0.92	0.0	0.553292
10970	2314	0	0	3	1	6	1	1.0	1	2012	8	7	2	7.0	31	0	0	0	16044	3.708888889	1.2175	0.144166667	0.6166666670000001	0.044166667	0.1	1	1.0402777779999999	6.59	2.66	10.5	0.6736979999999999
10971	2314	0	1	3	1	6	1	1.0	1	2012	8	7	2	16.5	31	0	0	0	16044	3.7766666669999998	1.208611111	0.39	0.21666666699999998	0.166666667	0.1	1	1.1938888890000001	6.59	2.79	10.5	0.569335
10972	2315	0	0	4	4	2	1	1.0	1	2012	8	7	2	8.0	25	0	1	2	10832	2.621111111	0.835555556	0.15694444400000002	0.6	0.0	0.083333333	1	0.893055556	3.3	2.09	0.0	0.5623640000000001
10973	2315	0	1	4	4	2	1	1.0	1	2012	8	7	2	10.0	25	0	1	2	2426	0.5744444439999999	0.228333333	0.11527777800000001	0.0	0.22	0.0	0	0.203611111	1.5	0.44	0.0	0.366985
10974	2315	0	2	4	4	2	1	1.0	1	2012	8	7	2	11.0	25	0	1	2	5915	1.339444444	0.449166667	0.1025	0.15	0.1625	0.1	1	0.383888889	3.9	0.82	0.0	0.6411
10975	2315	0	3	4	4	2	1	1.0	1	2012	8	7	2	12.5	25	0	1	2	7115	1.8525	0.656388889	0.184722222	0.316666667	0.0	0.11666666699999999	1	0.47944444399999997	2.8	1.18	10.5	0.539977
10976	2315	0	4	4	4	2	1	1.0	1	2012	8	7	2	19.0	25	0	1	2	7531	1.6527777780000001	0.504722222	0.186944444	0.15	0.096666667	0.166666667	1	0.287777778	3.0	0.94	0.0	0.48745200000000005
10977	2315	0	5	4	5	2	1	1.0	1	2012	8	7	2	22.5	25	0	1	2	18327	4.188611111	1.191666667	0.230833333	0.666666667	0.096111111	0.1	1	0.8041666670000001	4.4	2.42	0.0	0.519171
10978	2316	0	0	3	1	1	1	1.0	1	2012	8	7	2	7.833333333	30	1	1	2	18492	4.2	1.271666667	0.288055556	0.5	0.0	0.083333333	1	1.0163888890000001	4.7	3.17	10.5	0.558896
10979	2316	0	1	3	1	1	1	1.0	1	2012	8	7	2	17.08333333	30	1	1	2	18492	4.236388889	1.253333333	0.285833333	0.483333333	0.0	0.066666667	1	1.1513888890000001	4.7	3.41	10.5	0.6183350000000001
10980	2317	0	0	4	3	6	1	1.0	1	2012	8	7	2	7.75	41	1	1	2	3283	0.8375	0.244722222	0.148333333	0.0	0.18333333300000001	0.083333333	1	0.151944444	3.0	0.52	0.0	0.281536
10981	2317	0	1	4	3	6	1	1.0	1	2012	8	7	2	8.016666667	41	1	1	2	3283	0.84	0.246666667	0.350277778	0.0	0.2	0.0	0	0.157222222	1.5	0.51	0.0	0.27208499999999997
10982	2317	1	0	4	1	1	1	1.0	1	2012	8	7	2	7.75	41	0	1	2	10986	2.527222222	0.658333333	0.128611111	0.18333333300000001	0.295277778	0.316666667	2	0.589444444	5.9	1.71	0.0	0.501414
10983	2317	1	1	4	1	1	1	1.0	1	2012	8	7	2	16.33333333	41	0	1	2	10986	2.5380555559999998	0.6972222220000001	0.131944444	0.166666667	0.261944444	0.3	2	0.48611111100000004	5.9	1.6	0.0	0.43371400000000004
10984	2317	1	2	4	3	1	1	1.0	1	2012	8	7	2	18.0	41	0	1	2	3283	0.8375	0.244722222	0.358333333	0.0	0.2	0.0	0	0.156111111	1.5	0.56	0.0	0.288256
10985	2317	1	3	4	3	1	1	1.0	1	2012	8	7	2	18.18333333	41	0	1	2	3283	0.84	0.246666667	0.35361111100000003	0.0	0.133333333	0.0	0	0.157222222	1.5	0.55	0.0	0.22614800000000002
10986	2317	1	4	4	3	1	1	1.0	1	2012	8	7	2	21.0	41	0	1	2	11919	2.6980555560000004	0.7411111109999999	0.22388888899999998	0.233333333	0.083333333	0.316666667	2	0.376666667	4.1	1.59	0.0	0.182891
10987	2317	1	5	4	3	1	1	1.0	1	2012	8	7	2	23.0	41	0	1	2	11919	2.711944444	0.773055556	0.163611111	0.0	0.536111111	0.19055555600000001	2	0.35111111100000003	4.5	1.57	0.0	0.18512699999999999
10988	2317	2	0	4	3	1	5	0.0	1	2012	8	7	2	7.75	7	1	0	2	3283	0.8375	0.244722222	0.148333333	0.0	0.18333333300000001	0.083333333	1	0.151944444	0.0	0.55	0.0	0.281536
10989	2317	2	2	1	5	1	5	0.0	1	2012	8	7	2	15.16666667	7	1	0	2	575	0.159722222	0.08666666699999999	0.074722222	0.0	0.054166667	0.0	0	0.078333333	0.0	0.18	0.0	0.195035
10990	2317	2	4	4	3	1	5	0.0	1	2012	8	7	2	18.18333333	7	1	0	2	3283	0.84	0.246666667	0.35361111100000003	0.0	0.133333333	0.0	0	0.157222222	0.0	0.55	0.0	0.22614800000000002
10991	2318	0	0	3	4	3	1	1.0	1	2012	8	7	2	12.0	59	0	1	1	4690	1.120277778	0.43777777799999995	0.311944444	0.18333333300000001	0.0	0.0	0	0.551944444	2.4	1.18	0.0	0.635632
10992	2318	0	1	3	4	3	1	1.0	1	2012	8	7	2	15.5	59	0	1	1	4690	1.145833333	0.39277777799999997	0.33138888899999996	0.18333333300000001	0.0	0.0	0	0.4275	2.4	1.01	0.0	0.5692010000000001
10993	2318	0	2	4	3	3	1	1.0	1	2012	8	7	2	21.5	59	0	1	1	3352	0.851666667	0.304722222	0.19	0.066666667	0.0	0.0	0	0.251111111	2.4	0.66	0.0	0.341814
10994	2318	0	3	4	3	3	1	1.0	1	2012	8	7	2	0.5	59	0	1	1	3352	0.877777778	0.313333333	0.211666667	0.066666667	0.0	0.0	0	0.228333333	2.4	0.64	0.0	0.227494
10995	2318	1	0	3	1	1	1	1.0	1	2012	8	7	2	8.0	59	1	1	1	3860	0.901666667	0.33138888899999996	0.347222222	0.133333333	0.0	0.0	0	0.342222222	1.7	0.88	0.0	0.369318
10996	2318	1	1	1	4	1	1	1.0	1	2012	8	7	2	11.0	59	1	1	1	3546	0.861944444	0.308333333	0.15916666699999998	0.0	0.396111111	0.0	0	0.324166667	1.5	0.85	0.0	0.487575
10997	2318	1	2	3	4	1	1	1.0	1	2012	8	7	2	14.0	59	1	1	1	26846	6.226388889	1.830555556	0.203611111	0.36666666700000006	0.0	0.11666666699999999	1	0.9902777779999999	7.49	3.89	0.0	0.542497
10998	2318	1	3	3	4	1	1	1.0	1	2012	8	7	2	16.0	59	1	1	1	23881	5.545555556	1.4516666669999998	0.24583333300000001	0.483333333	0.0	0.11666666699999999	1	0.715	7.99	3.27	0.0	0.47979799999999995
10999	2318	3	0	3	3	3	1	1.0	1	2012	8	7	2	11.0	20	1	1	1	4921	1.2238888890000001	0.444166667	0.1975	0.11666666699999999	0.0	0.0	0	0.4925	2.4	1.1	0.0	0.659898
11000	2318	3	2	3	3	3	1	1.0	1	2012	8	7	2	15.5	20	1	1	1	4915	1.238888889	0.423055556	0.21	0.11666666699999999	0.0	0.0	0	0.530555556	2.4	1.22	0.0	0.551832
11001	2318	3	3	1	3	3	1	1.0	1	2012	8	7	2	20.0	20	1	1	1	1290	0.332777778	0.11694444400000001	0.1675	0.0	0.08	0.0	0	0.136388889	1.5	0.33	0.0	0.230143
11002	2318	3	4	1	3	3	1	1.0	1	2012	8	7	2	23.66666667	20	1	1	1	1290	0.340277778	0.108333333	0.17694444399999998	0.0	0.09777777800000001	0.0	0	0.114166667	1.5	0.31	0.0	0.214112
11003	2319	0	0	3	3	6	1	1.0	1	2012	8	7	2	7.0	39	0	0	0	8513	2.283611111	0.7030555559999999	0.48722222200000004	0.333333333	0.0	0.1	1	0.573888889	1.7	1.55	0.0	0.368345
11004	2319	0	1	3	5	6	1	1.0	1	2012	8	7	2	14.5	39	0	0	0	13770	3.2925	1.015833333	0.368611111	0.433333333	0.0	0.133333333	1	0.9591666670000001	4.69	2.47	0.0	0.5574859999999999
11005	2319	0	3	1	5	6	1	1.0	1	2012	8	7	2	19.0	39	0	0	0	919	0.235	0.091111111	0.148888889	0.0	0.038333333	0.0	0	0.059444444000000006	1.5	0.15	0.0	0.64486
11006	2319	0	5	3	3	6	1	1.0	1	2012	8	7	2	22.0	39	0	0	0	7886	1.8813888890000001	0.593888889	0.11638888900000001	0.166666667	0.46666666700000003	0.083333333	1	0.44888888899999996	3.9	1.24	0.0	0.636757
11007	2319	1	0	3	4	6	1	1.0	1	2012	8	7	2	8.5	37	1	1	0	5755	1.306944444	0.48166666700000005	0.23	0.316666667	0.0	0.0	0	0.398611111	2.8	0.93	10.5	0.708014
11008	2319	1	1	3	5	6	1	1.0	1	2012	8	7	2	14.75	37	1	1	0	6495	1.5016666669999998	0.49222222200000004	0.29111111100000003	0.133333333	0.0	0.0	0	0.42361111100000004	2.29	1.04	10.5	0.619016
11009	2319	1	3	1	5	6	1	1.0	1	2012	8	7	2	19.0	37	1	1	0	919	0.235	0.091111111	0.148888889	0.0	0.038333333	0.0	0	0.059444444000000006	1.5	0.15	0.0	0.64486
11010	2319	1	5	3	3	6	1	1.0	1	2012	8	7	2	22.0	37	1	1	0	7886	1.8813888890000001	0.593888889	0.11638888900000001	0.166666667	0.46666666700000003	0.083333333	1	0.44888888899999996	3.9	1.24	0.0	0.636757
11011	2320	1	0	4	1	1	1	1.0	1	2012	8	7	2	6.5	45	0	1	1	23383	5.528888889	1.6733333330000002	0.278611111	1.033333333	0.0	0.066666667	1	1.338333333	3.3	4.78	0.0	0.598173
11012	2320	1	1	4	1	1	1	1.0	1	2012	8	7	2	20.5	45	0	1	1	23383	5.457777778	1.693055556	0.39555555600000003	0.833333333	0.0	0.066666667	1	0.7825	2.8	4.1	0.0	0.332268
11013	2320	3	0	1	3	2	2	0.0	1	2012	8	7	2	12.5	16	0	0	1	467	0.12694444400000002	0.043333332999999995	0.044166667	0.0	0.042777777999999995	0.0	0	0.055277778	0.0	0.1	0.0	0.0854271
11014	2321	0	0	3	4	1	1	1.0	1	2012	8	7	2	8.0	40	0	1	2	4777	1.195277778	0.374444444	0.143888889	0.15	0.097222222	0.133333333	1	0.3675	3.2	0.97	0.0	0.28949400000000003
11015	2321	0	1	3	4	1	1	1.0	1	2012	8	7	2	14.0	40	0	1	2	4777	1.1825	0.3525	0.19888888899999999	0.133333333	0.235	0.066666667	1	0.360555556	3.0	0.93	0.0	0.322804
11016	2322	1	0	4	3	6	1	1.0	1	2012	8	7	2	14.0	22	0	0	2	1049	0.254722222	0.095833333	0.10277777800000001	0.0	0.094444444	0.0	0	0.092777778	1.5	0.21	0.0	0.233533
11017	2322	1	1	1	3	6	1	1.0	1	2012	8	7	2	14.25	22	0	0	2	1049	0.251111111	0.08833333300000001	0.149166667	0.0	0.065	0.0	0	0.08388888900000001	1.5	0.2	0.0	0.182119
11018	2323	2	0	3	1	1	1	1.0	1	2012	8	7	2	8.833333332999999	26	0	1	1	7034	1.6633333330000002	0.625555556	0.252777778	0.38333333299999994	0.0	0.0	0	0.572777778	2.8	1.35	10.5	0.7405430000000001
11019	2323	2	3	3	1	1	1	1.0	1	2012	8	7	2	18.25	26	0	1	1	7034	1.6458333330000001	0.564722222	0.23	0.4	0.0	0.0	0	0.539166667	2.8	1.35	0.0	0.829469
11020	2324	0	0	4	3	1	5	0.0	1	2012	8	7	2	10.0	89	0	1	1	1445	0.393611111	0.160833333	0.261944444	0.0	0.14	0.0	0	0.090555556	0.0	0.27	0.0	0.0490798
11021	2324	0	1	4	5	1	5	0.0	1	2012	8	7	2	10.33333333	89	0	1	1	1379	0.34555555600000004	0.147777778	0.29111111100000003	0.0	0.065833333	0.0	0	0.10111111099999999	0.0	0.3	0.0	0.00274725
11022	2324	1	0	4	3	1	5	0.0	1	2012	8	7	2	10.0	85	1	1	1	1445	0.393611111	0.160833333	0.261944444	0.0	0.14	0.0	0	0.090555556	0.0	0.27	0.0	0.0490798
11023	2324	1	1	4	5	1	5	0.0	1	2012	8	7	2	10.33333333	85	1	1	1	1379	0.34555555600000004	0.147777778	0.29111111100000003	0.0	0.065833333	0.0	0	0.10111111099999999	0.0	0.3	0.0	0.00274725
11024	2325	0	0	3	1	1	1	1.0	1	2012	8	7	2	8.833333332999999	41	1	1	2	6815	1.743333333	0.570555556	0.353888889	0.283333333	0.0	0.0	0	0.605555556	3.3	1.45	10.5	0.666972
11025	2325	0	1	3	4	1	1	1.0	1	2012	8	7	2	13.33333333	41	1	1	2	4931	1.097777778	0.32916666699999997	0.145833333	0.0	0.591666667	0.0	0	0.315555556	1.5	0.89	10.5	0.259683
11026	2325	0	2	3	4	1	1	1.0	1	2012	8	7	2	22.0	41	1	1	2	3705	0.9966666670000001	0.333611111	0.07666666700000001	0.0	0.36166666700000005	0.29583333300000003	1	0.224444444	3.0	0.73	0.0	0.21534699999999998
11027	2326	1	0	4	3	1	5	0.0	1	2012	8	8	3	8.25	70	0	1	2	6022	1.593055556	0.4775	0.157777778	0.0	0.619444444	0.0	0	0.38333333299999994	0.0	1.2	0.0	0.24347800000000003
